District ,Mandal,GP,female,male,transgender
RANGA REDDY,SHABAD,ANTHARAM,249,166,1
RANGA REDDY,SHABAD,BOBBLIGAM,571,383,1
RANGA REDDY,SHABAD,BODAMPADU,359,237,1
RANGA REDDY,SHABAD,CHANDANAVALLY,439,319,3
RANGA REDDY,SHABAD,DAMARLAPALLY,615,431,1
RANGA REDDY,SHABAD,ETLAYERRAVALLY,246,162,3
RANGA REDDY,SHABAD,HYTHABAD,369,259,
RANGA REDDY,SHABAD,KAKLOOR,419,286,2
RANGA REDDY,SHABAD,KESAVARAM,267,172,1
RANGA REDDY,SHABAD,KUMMARIGUDA,506,373,4
RANGA REDDY,SHABAD,KURVAGUDA,222,141,1
RANGA REDDY,SHABAD,MACHANPALLY,450,301,3
RANGA REDDY,SHABAD,MADDUR,499,377,3
RANGA REDDY,SHABAD,MAKTHAGUDA,155,115,
RANGA REDDY,SHABAD,MALLAREDDYGUDA,246,113,
RANGA REDDY,SHABAD,MANMARRY,515,335,
RANGA REDDY,SHABAD,MUDDEMGUDA,491,330,6
RANGA REDDY,SHABAD,NAGARIKUNTA,318,213,
RANGA REDDY,SHABAD,POTHUGAL,317,192,2
RANGA REDDY,SHABAD,REGADDOSWADA,257,184,
RANGA REDDY,SHABAD,RUDRARAM,225,156,1
RANGA REDDY,SHABAD,SARDARNAGAR,295,146,1
RANGA REDDY,SHABAD,SEETARAMPUR,270,207,
RANGA REDDY,SHABAD,SHABAD,1369,889,6
RANGA REDDY,SHABAD,SOLIPET,344,244,1
RANGA REDDY,SHABAD,TADLAPALLY,582,352,1
RANGA REDDY,SHABAD,THIMMAREDDYGUDA,299,223,1
RANGA REDDY,SHABAD,TIRUMALAPUR,151,81,
RANGA REDDY,SHABAD,YELGONDAGUDA,541,395,1
RANGA REDDY,SHAMIRPET,ADRASPALLE,516,380,1
RANGA REDDY,SHAMIRPET,ALIYABAD,1273,685,
RANGA REDDY,SHAMIRPET,ANATHARAM,291,188,
RANGA REDDY,SHAMIRPET,BOMRASPET,519,354,
RANGA REDDY,SHAMIRPET,DEVARAYAMJAL,1078,560,4
RANGA REDDY,SHAMIRPET,JAGGAMGUDA,735,464,1
RANGA REDDY,SHAMIRPET,JAWAHARNAGAR,10646,7146,26
RANGA REDDY,SHAMIRPET,KESAVAPUR,287,182,
RANGA REDDY,SHAMIRPET,KESAVARAM,650,425,
RANGA REDDY,SHAMIRPET,KOLTHUR,803,550,1
RANGA REDDY,SHAMIRPET,LAKSHAMAPUR,580,349,2
RANGA REDDY,SHAMIRPET,LALGADIMALAKPET,953,584,4
RANGA REDDY,SHAMIRPET,MAZIDPUR,362,248,1
RANGA REDDY,SHAMIRPET,MUDICHINTALAPALLE,570,365,
RANGA REDDY,SHAMIRPET,NARAYANAPUR,287,178,
RANGA REDDY,SHAMIRPET,PONNAL,439,302,
RANGA REDDY,SHAMIRPET,POTHAIPALLE,580,355,
RANGA REDDY,SHAMIRPET,SHAMEERPET,1607,1103,6
RANGA REDDY,SHAMIRPET,THUMKUNTA,1066,696,4
RANGA REDDY,SHAMIRPET,TURAKAPALLY,851,598,3
RANGA REDDY,SHAMIRPET,UDDEMARRI,635,408,2
RANGA REDDY,SHAMIRPET,UPPARAPALLE,357,243,1
RANGA REDDY,SHAMSHABAD,Ghansimiaguda,274,180,
RANGA REDDY,SHAMSHABAD,Golkonda Kalan,655,458,2
RANGA REDDY,SHAMSHABAD,Golkonda Khurd,357,255,
RANGA REDDY,SHAMSHABAD,Gollapalle Khurd,266,173,1
RANGA REDDY,SHAMSHABAD,Hamidullanagar,397,315,1
RANGA REDDY,SHAMSHABAD,Jukal,554,369,2
RANGA REDDY,SHAMSHABAD,Kacharam,216,171,
RANGA REDDY,SHAMSHABAD,Kavvaguda,422,309,2
RANGA REDDY,SHAMSHABAD,Kothwalguda,502,430,1
RANGA REDDY,SHAMSHABAD,Madanpalle,583,433,2
RANGA REDDY,SHAMSHABAD,Malkaram,213,144,
RANGA REDDY,SHAMSHABAD,Muchintal,302,202,1
RANGA REDDY,SHAMSHABAD,Nanajpur,284,163,4
RANGA REDDY,SHAMSHABAD,Narkhuda,810,540,4
RANGA REDDY,SHAMSHABAD,Ootpalle,410,263,2
RANGA REDDY,SHAMSHABAD,Palmakole,1065,606,1
RANGA REDDY,SHAMSHABAD,Peddashapur,744,515,2
RANGA REDDY,SHAMSHABAD,Peddatopra,564,407,5
RANGA REDDY,SHAMSHABAD,Ramanujapur,491,378,5
RANGA REDDY,SHAMSHABAD,Sathamrai,692,472,3
RANGA REDDY,SHAMSHABAD,Shamshabad,4010,2576,6
RANGA REDDY,SHAMSHABAD,Shankarapur,163,114,1
RANGA REDDY,SHAMSHABAD,Sultanpalle,289,249,
RANGA REDDY,SHAMSHABAD,Tondupalle,434,270,1
RANGA REDDY,SHANKARPALLE,ALAMKHANGUDA,222,137,1
RANGA REDDY,SHANKARPALLE,ANTHAPPA GUDA,245,153,1
RANGA REDDY,SHANKARPALLE,BHULKAPUR,638,393,
RANGA REDDY,SHANKARPALLE,CHANDIPPA,315,182,1
RANGA REDDY,SHANKARPALLE,DHOBIPET,723,432,1
RANGA REDDY,SHANKARPALLE,FATHEPUR,270,156,
RANGA REDDY,SHANKARPALLE,GAJULAGUDA,300,177,1
RANGA REDDY,SHANKARPALLE,JANWADA,824,517,3
RANGA REDDY,SHANKARPALLE,KONDAKAL,849,574,4
RANGA REDDY,SHANKARPALLE,KOTHAPALLE,416,252,1
RANGA REDDY,SHANKARPALLE,LAXMAREDDYGUDA,214,122,
RANGA REDDY,SHANKARPALLE,MAHARAJPET,889,565,
RANGA REDDY,SHANKARPALLE,MASANIGUDA,213,132,
RANGA REDDY,SHANKARPALLE,MIRJAGUDA,658,483,1
RANGA REDDY,SHANKARPALLE,MOKILA,857,542,1
RANGA REDDY,SHANKARPALLE,PARVEDA,623,357,
RANGA REDDY,SHANKARPALLE,PRODDATUR,547,340,
RANGA REDDY,SHANKARPALLE,RAMANTHAPUR,180,118,1
RANGA REDDY,SHANKARPALLE,RAVULAPALLE KALAN,455,252,2
RANGA REDDY,SHANKARPALLE,SANKEPALLY KALSA,269,166,
RANGA REDDY,SHANKARPALLE,SHANKERPALLY,1762,1057,4
RANGA REDDY,SHANKARPALLE,SINGAPUR,648,364,1
RANGA REDDY,SHANKARPALLE,TANGATOOR,612,431,4
RANGA REDDY,SHANKARPALLE,YELWARTHY,469,283,
RANGA REDDY,SHANKARPALLE,YERVAGUDA,196,131,1
RANGA REDDY,TANDUR,ALLAPUR(S),249,134,
RANGA REDDY,TANDUR,ANTHARAM(B),787,515,3
RANGA REDDY,TANDUR,BELKATUR,417,221,
RANGA REDDY,TANDUR,BIJWAR,201,119,
RANGA REDDY,TANDUR,CHANDRAVANCHA,424,280,
RANGA REDDY,TANDUR,CHANGESHPUR,263,136,2
RANGA REDDY,TANDUR,CHENGOLE,617,362,
RANGA REDDY,TANDUR,ELMAKANNA,322,218,
RANGA REDDY,TANDUR,GINGURTHY,978,641,5
RANGA REDDY,TANDUR,GONUR,354,210,2
RANGA REDDY,TANDUR,GOUTAPUR,370,251,1
RANGA REDDY,TANDUR,INOLE,274,145,
RANGA REDDY,TANDUR,KARANKOTE,1589,1024,13
RANGA REDDY,TANDUR,KHANJAPUR,137,86,
RANGA REDDY,TANDUR,KOTBASPALLE,668,492,1
RANGA REDDY,TANDUR,KOTHLAPUR KHURD,312,222,1
RANGA REDDY,TANDUR,MALKAPUR,880,570,2
RANGA REDDY,TANDUR,MITTABASPALLE,419,250,
RANGA REDDY,TANDUR,NARAYANPUR,370,200,1
RANGA REDDY,TANDUR,OGIPUR,279,166,
RANGA REDDY,TANDUR,PARVATHAPUR,303,197,2
RANGA REDDY,TANDUR,SANGAMKALAN,435,272,
RANGA REDDY,TANDUR,SIRIGIRIPET,548,333,1
RANGA REDDY,TANDUR,UDDANDAPUR,429,305,
RANGA REDDY,TANDUR,VEEREDDYPALLE,327,219,1
RANGA REDDY,VICARABAD,ATHVELLY,349,242,
RANGA REDDY,VICARABAD,BURGUPALLE,182,103,1
RANGA REDDY,VICARABAD,DHANNARAM,718,379,1
RANGA REDDY,VICARABAD,DYACHARAM,186,124,
RANGA REDDY,VICARABAD,GIRGETPALLE,461,320,2
RANGA REDDY,VICARABAD,GOTTIMUKKALA,457,311,2
RANGA REDDY,VICARABAD,GUDPALLE,163,134,3
RANGA REDDY,VICARABAD,KOMPALLE,178,101,1
RANGA REDDY,VICARABAD,KOTHALGUDA,311,201,1
RANGA REDDY,VICARABAD,Madanpalle,432,273,
RANGA REDDY,VICARABAD,MADGULCHITTEMPALLE,710,545,2
RANGA REDDY,VICARABAD,MAILARDEVARAMPALLE,595,387,1
RANGA REDDY,VICARABAD,NARAYANAPUR,194,90,
RANGA REDDY,VICARABAD,PATHUR,142,64,
RANGA REDDY,VICARABAD,PEELARAM,262,190,
RANGA REDDY,VICARABAD,Peerampalle,222,111,
RANGA REDDY,VICARABAD,PENDLIMADGU,186,79,1
RANGA REDDY,VICARABAD,PHULMADDI,562,373,2
RANGA REDDY,VICARABAD,PULSUMAMIDI,338,132,
RANGA REDDY,VICARABAD,SIDLOOR CHINCHELAM,535,342,1
RANGA REDDY,VICARABAD,YERRAVALLE,289,189,
RANGA REDDY,YACHARAM,CHINTAPATLA,699,400,1
RANGA REDDY,YACHARAM,CHOWDER PALLY,654,449,2
RANGA REDDY,YACHARAM,GADDAMALLAIAHGUDA,482,315,3
RANGA REDDY,YACHARAM,GUNGAL,634,349,
RANGA REDDY,YACHARAM,KOTHAPALLY,633,426,2
RANGA REDDY,YACHARAM,KURMIDDA,656,435,1
RANGA REDDY,YACHARAM,MALKIZGUDAM,534,337,1
RANGA REDDY,YACHARAM,MALL,743,471,
RANGA REDDY,YACHARAM,MANTHANGOWRELLY,932,563,3
RANGA REDDY,YACHARAM,MEDIPALLY,910,635,1
RANGA REDDY,YACHARAM,MONDI GOURELLY,418,276,
RANGA REDDY,YACHARAM,NALLAVELLY,739,517,2
RANGA REDDY,YACHARAM,NANAKNAGAR,267,155,2
RANGA REDDY,YACHARAM,NANDIWANAPARTHY,1074,667,
RANGA REDDY,YACHARAM,NAZDIKSINGARAM,383,205,
RANGA REDDY,YACHARAM,TAKKALLAPALLY,476,259,3
RANGA REDDY,YACHARAM,TAMMALONIGUDA,361,229,
RANGA REDDY,YACHARAM,THATIPARTHY,447,252,
RANGA REDDY,YACHARAM,TOOLE KHURD,632,327,1
RANGA REDDY,YACHARAM,YACHARAM,888,458,
RANGA REDDY,YELAL,ACHUTHAPUR,239,162,
RANGA REDDY,YELAL,AGNOOR,556,320,
RANGA REDDY,YELAL,AKKAMPALLE,448,287,3
RANGA REDDY,YELAL,BANAPUR,292,193,
RANGA REDDY,YELAL,BENNUR,656,415,1
RANGA REDDY,YELAL,CHENNARAM,496,298,1
RANGA REDDY,YELAL,DEVANOOR,557,376,2
RANGA REDDY,YELAL,DOULAPUR,418,319,
RANGA REDDY,YELAL,GOREPALLE,281,165,
RANGA REDDY,YELAL,HAJIPUR,482,387,1
RANGA REDDY,YELAL,JUNTPALLE,937,567,2
RANGA REDDY,YELAL,KAMALPUR,262,171,1
RANGA REDDY,YELAL,KOKAT,1545,1001,4
RANGA REDDY,YELAL,MAZARASANGAM,244,144,1
RANGA REDDY,YELAL,MUDDAIPET,341,250,
RANGA REDDY,YELAL,NAGASAMUNDAR,429,306,1
RANGA REDDY,YELAL,PAGIDIAL,582,444,5
RANGA REDDY,YELAL,PYARKAMPALLE,202,124,
RANGA REDDY,YELAL,RAGHAPUR,182,113,
RANGA REDDY,YELAL,RASNAM,701,490,3
RANGA REDDY,YELAL,THIMMAIPALLE,399,257,2
RANGA REDDY,YELAL,VISWANATHPUR,219,146,1
RANGA REDDY,YELAL,YALAL,675,317,1
RANGA REDDY,YELAL,YENKAPALLE,183,122,
WARANGAL,ATMAKUR,Agrampahad,296,162,1
WARANGAL,ATMAKUR,Akkampet,763,418,
WARANGAL,ATMAKUR,Atmakur,1511,810,6
WARANGAL,ATMAKUR,Choudla Palle,453,288,
WARANGAL,ATMAKUR,Damera,1007,533,5
WARANGAL,ATMAKUR,Dammannapet,117,70,1
WARANGAL,ATMAKUR,Durgampet,311,153,1
WARANGAL,ATMAKUR,Gudeppad,397,210,2
WARANGAL,ATMAKUR,House Buzurg,547,345,
WARANGAL,ATMAKUR,Kamaram,326,187,
WARANGAL,ATMAKUR,Kogilvai,647,444,2
WARANGAL,ATMAKUR,Kothagattu,135,74,
WARANGAL,ATMAKUR,Ladella,554,313,1
WARANGAL,ATMAKUR,Malakpet,260,149,1
WARANGAL,ATMAKUR,Mustyalpalle,353,209,1
WARANGAL,ATMAKUR,Nagaiahpalle,110,77,
WARANGAL,ATMAKUR,Neerukulla,952,571,1
WARANGAL,ATMAKUR,Oblapur,194,100,1
WARANGAL,ATMAKUR,Oorugonda,824,425,1
WARANGAL,ATMAKUR,Pasaragonda,595,392,2
WARANGAL,ATMAKUR,Peddapur,959,560,
WARANGAL,ATMAKUR,Penchikalpet,636,314,
WARANGAL,ATMAKUR,Pulukurthy,661,376,2
WARANGAL,ATMAKUR,Singarajupalli,315,161,1
WARANGAL,ATMAKUR,Takkallapahad,207,106,
WARANGAL,ATMAKUR,Thirumalagiri,93,59,1
WARANGAL,ATMAKUR,Venkatapur,147,69,1
WARANGAL,BACHANNAPET,Alimpur,383,200,4
WARANGAL,BACHANNAPET,Bachannapet,1219,679,2
WARANGAL,BACHANNAPET,Bandanagaram,371,214,2
WARANGAL,BACHANNAPET,Chinaramancherla,667,367,4
WARANGAL,BACHANNAPET,Dubbaguntapally ,272,161,
WARANGAL,BACHANNAPET,Gangapur,163,102,1
WARANGAL,BACHANNAPET,Itikapally,449,317,
WARANGAL,BACHANNAPET,Katkur,649,328,5
WARANGAL,BACHANNAPET,Kesireddypally,632,323,1
WARANGAL,BACHANNAPET,Kodavatur,633,321,2
WARANGAL,BACHANNAPET,Konne,643,300,1
WARANGAL,BACHANNAPET,Lingampalle,510,319,2
WARANGAL,BACHANNAPET,Mansanpalli,231,131,
WARANGAL,BACHANNAPET,Nagireddypalle,413,253,1
WARANGAL,BACHANNAPET,Nakkavanigudem,208,136,
WARANGAL,BACHANNAPET,Narayanapur,338,159,3
WARANGAL,BACHANNAPET,Padamatkeshwapur,537,357,
WARANGAL,BACHANNAPET,Pochnnapet,854,447,2
WARANGAL,BACHANNAPET,Ramchandrapur,265,147,1
WARANGAL,BACHANNAPET,Salvapur,323,205,
WARANGAL,BACHANNAPET,Tamadapalle,277,151,
WARANGAL,BHUPALPALLE,Azamnagar,665,359,2
WARANGAL,BHUPALPALLE,Bhupalapally      ,632,428,2
WARANGAL,BHUPALPALLE,Deekshakunta,226,164,
WARANGAL,BHUPALPALLE,Dudekulapalle,221,143,2
WARANGAL,BHUPALPALLE,GOLLA BUDHARAM,467,253,5
WARANGAL,BHUPALPALLE,Gorlavedu,1053,634,3
WARANGAL,BHUPALPALLE,Gudadupalle,358,251,
WARANGAL,BHUPALPALLE,Kamalapur,528,325,2
WARANGAL,BHUPALPALLE,Kompalle,537,256,1
WARANGAL,BHUPALPALLE,Kothapalle(SM),618,360,4
WARANGAL,BHUPALPALLE,Nagaram,764,530,1
WARANGAL,BHUPALPALLE,Nandigama,287,220,1
WARANGAL,BHUPALPALLE,Neredpalle,545,320,2
WARANGAL,BHUPALPALLE,Pambapur,386,235,2
WARANGAL,BHUPALPALLE,Rampur,281,190,2
WARANGAL,CHENNARAOPET,AKKALACHEDU,361,234,1
WARANGAL,CHENNARAOPET,AMEENABAD,676,393,1
WARANGAL,CHENNARAOPET,AMEENPET,601,391,3
WARANGAL,CHENNARAOPET,BAPUNAGAR,515,392,1
WARANGAL,CHENNARAOPET,BOJERVU,475,334,
WARANGAL,CHENNARAOPET,CHENNARAOPET,1058,604,3
WARANGAL,CHENNARAOPET,G.G.R.PALLY,368,211,1
WARANGAL,CHENNARAOPET,GURIJALA,1033,553,1
WARANGAL,CHENNARAOPET,JHALLI,654,345,
WARANGAL,CHENNARAOPET,KHADERPET,751,531,1
WARANGAL,CHENNARAOPET,KONAPUR,814,481,
WARANGAL,CHENNARAOPET,LINGAGIRI,713,435,3
WARANGAL,CHENNARAOPET,LINGAPURAM,443,258,1
WARANGAL,CHENNARAOPET,MUQDUMPUR,628,353,
WARANGAL,CHENNARAOPET,PAPAIAHPET,1020,697,3
WARANGAL,CHENNARAOPET,PATHA MUQDUMPUR,265,128,
WARANGAL,CHENNARAOPET,SURIPALLE,654,388,4
WARANGAL,CHENNARAOPET,THIMMARAINIPAHAD,379,302,1
WARANGAL,CHENNARAOPET,UPPARAPALLE,1093,634,
WARANGAL,CHENNARAOPET,YELLAIAHGUDEM,854,560,7
WARANGAL,CHERIAL,AINAPOOR,826,495,
WARANGAL,CHERIAL,AKUNOOR,1175,638,4
WARANGAL,CHERIAL,CHERIAL,2774,1328,2
WARANGAL,CHERIAL,CHITYAL,594,353,1
WARANGAL,CHERIAL,CHUNCHANAKOTA,636,417,
WARANGAL,CHERIAL,DANAMPALLE,295,173,
WARANGAL,CHERIAL,DOMMATA,557,309,1
WARANGAL,CHERIAL,GOURAIPALLE,386,246,1
WARANGAL,CHERIAL,GURIJAKUNTA ,459,258,1
WARANGAL,CHERIAL,GURUVANNAPET,518,351,4
WARANGAL,CHERIAL,KADAVERGU,792,448,2
WARANGAL,CHERIAL,KISTAM PETA,358,232,1
WARANGAL,CHERIAL,KOMURAVELLY,880,584,2
WARANGAL,CHERIAL,MARRIMUCHALA,481,256,
WARANGAL,CHERIAL,MUSTHYALA,692,341,1
WARANGAL,CHERIAL,NAGAPURI,882,579,6
WARANGAL,CHERIAL,PEDDARAJUPETA,223,123,
WARANGAL,CHERIAL,POSANPALLE,297,187,1
WARANGAL,CHERIAL,POTHIREDDIPALLE,423,253,2
WARANGAL,CHERIAL,RAMPUR,300,233,3
WARANGAL,CHERIAL,RAMSAGAR,268,186,
WARANGAL,CHERIAL,THADOOR,383,217,1
WARANGAL,CHERIAL,THAPAS PALLY,195,151,1
WARANGAL,CHERIAL,VECHARENI,665,366,1
WARANGAL,CHERIAL,VEERANNAPET,527,322,1
WARANGAL,CHITYAL,Ankushapur,416,282,2
WARANGAL,CHITYAL,Ashireddypally,233,156,6
WARANGAL,CHITYAL,Bhavasingpally,287,169,2
WARANGAL,CHITYAL,BURNAPALLY,145,91,1
WARANGAL,CHITYAL,Chain Paka,616,456,3
WARANGAL,CHITYAL,Challagarige,1115,588,1
WARANGAL,CHITYAL,Chityal,1091,702,5
WARANGAL,CHITYAL,Doothpalle,181,97,
WARANGAL,CHITYAL,Dwarakapet,202,129,
WARANGAL,CHITYAL,Emped,294,168,3
WARANGAL,CHITYAL,Garimillapalle,675,473,1
WARANGAL,CHITYAL,Giddemutharam,493,368,7
WARANGAL,CHITYAL,Gopalpur,530,306,1
WARANGAL,CHITYAL,Gummadavelli,167,108,
WARANGAL,CHITYAL,Jadalapet,502,292,4
WARANGAL,CHITYAL,Jookal,882,443,2
WARANGAL,CHITYAL,Kundanpalle,244,163,5
WARANGAL,CHITYAL,Muchiniparthi,201,90,
WARANGAL,CHITYAL,Nain Paka,714,455,1
WARANGAL,CHITYAL,Navabpet,728,440,6
WARANGAL,CHITYAL,Pangidipalle,390,273,
WARANGAL,CHITYAL,Raghavapur,307,219,3
WARANGAL,CHITYAL,Ramakistapur (T),263,134,
WARANGAL,CHITYAL,Ramakistapur (V),487,324,2
WARANGAL,CHITYAL,Subbakkapally,205,135,
WARANGAL,CHITYAL,Tekumatta,263,150,1
WARANGAL,CHITYAL,Thirmalapur,663,403,3
WARANGAL,CHITYAL,Velchal,468,307,
WARANGAL,CHITYAL,Vellampalle,312,186,3
WARANGAL,CHITYAL,Venkatraopalle,690,465,3
WARANGAL,CHITYAL,Vodthala,628,419,1
WARANGAL,DEVARUPPULA,Appireddypally,314,212,
WARANGAL,DEVARUPPULA,Chinnamadur,1100,756,
WARANGAL,DEVARUPPULA,Chowdur,216,175,1
WARANGAL,DEVARUPPULA,Darawath Tanda,393,293,
WARANGAL,DEVARUPPULA,Devaruppula,1101,665,4
WARANGAL,DEVARUPPULA,Dharmapur,1000,752,5
WARANGAL,DEVARUPPULA,Gollapally,175,82,
WARANGAL,DEVARUPPULA,Kadavendi,1034,658,3
WARANGAL,DEVARUPPULA,Kamareddygudem,486,309,2
WARANGAL,DEVARUPPULA,Kolkonda ,672,433,1
WARANGAL,DEVARUPPULA,Madhapuram,695,491,3
WARANGAL,DEVARUPPULA,Manpahad,203,139,
WARANGAL,DEVARUPPULA,Neermala,453,273,
WARANGAL,DEVARUPPULA,Padamati Tanda,476,343,3
WARANGAL,DEVARUPPULA,Peddamadur,823,551,1
WARANGAL,DEVARUPPULA,Ramarajpally,253,160,
WARANGAL,DEVARUPPULA,Seetharampur,619,373,1
WARANGAL,DEVARUPPULA,Singarajpally,413,247,
WARANGAL,DHARMASAGAR,Devunoor,513,267,1
WARANGAL,DHARMASAGAR,Dharmapuram,449,245,1
WARANGAL,DHARMASAGAR,Dharmasagar,1753,1045,5
WARANGAL,DHARMASAGAR,Elukurthy,510,298,
WARANGAL,DHARMASAGAR,Gundlasagar,230,156,
WARANGAL,DHARMASAGAR,Janakipur,328,237,1
WARANGAL,DHARMASAGAR,Kammaripeta,553,409,2
WARANGAL,DHARMASAGAR,Kythampalle,366,225,1
WARANGAL,DHARMASAGAR,Maddelagudem,175,123,
WARANGAL,DHARMASAGAR,Mallakkapally,729,420,4
WARANGAL,DHARMASAGAR,Mallikudurla,531,349,
WARANGAL,DHARMASAGAR,Mupparam,730,404,2
WARANGAL,DHARMASAGAR,Narayanagiri,1044,647,2
WARANGAL,DHARMASAGAR,Peddapendyala,1407,809,6
WARANGAL,DHARMASAGAR,Peechara,1159,795,12
WARANGAL,DHARMASAGAR,Raigudem,286,204,
WARANGAL,DHARMASAGAR,RAMPUR,49,32,
WARANGAL,DHARMASAGAR,Saipeta,466,290,2
WARANGAL,DHARMASAGAR,Shalapalli,322,227,1
WARANGAL,DHARMASAGAR,Sodashapally,374,256,3
WARANGAL,DHARMASAGAR,Somadevarapalle,329,234,1
WARANGAL,DHARMASAGAR,Thatikayala,605,385,4
WARANGAL,DHARMASAGAR,Velair,1196,741,1
WARANGAL,DORNAKAL,AMMAPALEM,363,214,1
WARANGAL,DORNAKAL,ANDNALAPADU,730,499,4
WARANGAL,DORNAKAL,BANJARA,247,141,
WARANGAL,DORNAKAL,BURGHUPHAD,357,282,1
WARANGAL,DORNAKAL,CHILKOYALAPADU,502,367,
WARANGAL,DORNAKAL,CHILUKODU,1129,835,8
WARANGAL,DORNAKAL,DORNAKAL,2187,1019,12
WARANGAL,DORNAKAL,GOLLACHERLA ,1651,1224,8
WARANGAL,DORNAKAL,KANNEGUNDLA,853,553,2
WARANGAL,DORNAKAL,MANNEGUDEM,534,363,3
WARANGAL,DORNAKAL,MULAKALAPALLI,606,376,1
WARANGAL,DORNAKAL,PERUMANDLASANKEESA ,1126,815,9
WARANGAL,DORNAKAL,RAVIGUDEM,535,390,1
WARANGAL,DORNAKAL,UYYALAWADA,1105,764,3
WARANGAL,DORNAKAL,VENNARAM,949,689,4
WARANGAL,DUGGONDI,ADAVI RANGAPUR,454,270,
WARANGAL,DUGGONDI,BABBURONI PALLY,182,111,
WARANGAL,DUGGONDI,BANDAM PALLI,243,143,
WARANGAL,DUGGONDI,CHALPARTHI,333,174,
WARANGAL,DUGGONDI,CHAPALABANDA,365,228,1
WARANGAL,DUGGONDI,DESHAI PALLY,458,315,3
WARANGAL,DUGGONDI,DUGGONDI,522,318,
WARANGAL,DUGGONDI,GOLLAPALLY,227,137,1
WARANGAL,DUGGONDI,KESHAWAPUR,131,42,
WARANGAL,DUGGONDI,LAXMIPUR,427,222,
WARANGAL,DUGGONDI,MAHAMMADAPUR,552,291,3
WARANGAL,DUGGONDI,MALLAM PALLE,422,251,1
WARANGAL,DUGGONDI,MANDAPALLE,492,254,2
WARANGAL,DUGGONDI,MARI PALLY,238,149,
WARANGAL,DUGGONDI,MUDDUNOOR,544,340,
WARANGAL,DUGGONDI,MYSAM PALLY,398,252,
WARANGAL,DUGGONDI,NACHINAPALLE,781,406,3
WARANGAL,DUGGONDI,PONAKAL,395,175,3
WARANGAL,DUGGONDI,REBALLE,300,193,
WARANGAL,DUGGONDI,REKAMPALLE,331,221,3
WARANGAL,DUGGONDI,THIMMAMPET,912,535,5
WARANGAL,DUGGONDI,THOGARRAI,625,384,
WARANGAL,DUGGONDI,Venkatapur,652,361,3
WARANGAL,ETURNAGARAM,AILAPUR,150,77,
WARANGAL,ETURNAGARAM,BUTTAIGUDEM,695,497,
WARANGAL,ETURNAGARAM,CHALPAKA,517,425,4
WARANGAL,ETURNAGARAM,CHINABOINAPALLY,435,246,1
WARANGAL,ETURNAGARAM,ETUR,423,278,4
WARANGAL,ETURNAGARAM,ETURNAGARAM,2548,1303,15
WARANGAL,ETURNAGARAM,GURREVULA,520,306,1
WARANGAL,ETURNAGARAM,KONDAI,450,318,1
WARANGAL,ETURNAGARAM,KOYAGUDA,362,250,
WARANGAL,ETURNAGARAM,MULLAKATTA,168,106,
WARANGAL,ETURNAGARAM,MUPPANAPALLE,289,190,
WARANGAL,ETURNAGARAM,RAJANNAPET,209,135,
WARANGAL,ETURNAGARAM,RAMANNAGUDEM,423,256,
WARANGAL,ETURNAGARAM,ROHEER,428,289,2
WARANGAL,ETURNAGARAM,SARVAI,206,142,2
WARANGAL,ETURNAGARAM,SHANKARAJPALLE,392,265,
WARANGAL,ETURNAGARAM,SHAPALLE,176,129,3
WARANGAL,ETURNAGARAM,SHIVAPUR,334,204,5
WARANGAL,ETURNAGARAM,THUPAKULAGUDEM,190,96,
WARANGAL,GEESUGONDA,Anantharam,140,90,
WARANGAL,GEESUGONDA,Arepalli,173,72,
WARANGAL,GEESUGONDA,Bodduchinthalapalli,284,148,
WARANGAL,GEESUGONDA,Chandraiahpalli,131,69,
WARANGAL,GEESUGONDA,Dharmaram,208,97,
WARANGAL,GEESUGONDA,Elukurthy ,873,395,
WARANGAL,GEESUGONDA,Gangadevipalli,261,116,4
WARANGAL,GEESUGONDA,Geesugonda,954,493,1
WARANGAL,GEESUGONDA,Gorrekunta,1108,738,3
WARANGAL,GEESUGONDA,Janpaka,20,9,
WARANGAL,GEESUGONDA,Kommala,590,326,
WARANGAL,GEESUGONDA,Konayamakula,196,90,
WARANGAL,GEESUGONDA,Machapur,640,354,
WARANGAL,GEESUGONDA,Manugonda,534,289,
WARANGAL,GEESUGONDA,Mariayapuram,94,61,4
WARANGAL,GEESUGONDA,Mogilicherla,425,220,
WARANGAL,GEESUGONDA,Nandanayakthanda,632,430,2
WARANGAL,GEESUGONDA,Ookal(H),353,185,5
WARANGAL,GEESUGONDA,Potharajupalli,109,49,1
WARANGAL,GEESUGONDA,Shayampet,400,170,
WARANGAL,GEESUGONDA,Stambampalli,84,48,
WARANGAL,GEESUGONDA,Vanchanagiri,709,367,2
WARANGAL,GEESUGONDA,Vasanthapur,3,1,
WARANGAL,GEESUGONDA,Vishwantathapur,358,240,
WARANGAL,GHANPUR (MULUG),Baswarajpally,680,424,2
WARANGAL,GHANPUR (MULUG),Buddaram,944,512,2
WARANGAL,GHANPUR (MULUG),Burrakayalagudem,36,28,
WARANGAL,GHANPUR (MULUG),Chelpur,1632,932,8
WARANGAL,GHANPUR (MULUG),Dharmaraopet,807,535,
WARANGAL,GHANPUR (MULUG),Gandhinagar,766,462,1
WARANGAL,GHANPUR (MULUG),Ghanpur (M),1731,957,5
WARANGAL,GHANPUR (MULUG),Karkapally,398,236,1
WARANGAL,GHANPUR (MULUG),Kondapur,834,569,5
