District ,Mandal,GP,female,male,transgender
KARIMNAGAR,PEGADAPALLE,DEVIKONDA,218,133,1
KARIMNAGAR,PEGADAPALLE,DOMALAKUNTA,382,223,2
KARIMNAGAR,PEGADAPALLE,EDUMOOTALAPALLY,262,178,
KARIMNAGAR,PEGADAPALLE,KEESULATAPALLE,255,168,1
KARIMNAGAR,PEGADAPALLE,LAXMIPOOR,519,333,1
KARIMNAGAR,PEGADAPALLE,LEGALAMARRI,275,158,
KARIMNAGAR,PEGADAPALLE,LINGAPUR,496,285,1
KARIMNAGAR,PEGADAPALLE,MADDULAPALLY,789,503,1
KARIMNAGAR,PEGADAPALLE,MYKAVENKAIAHPALLY,145,88,2
KARIMNAGAR,PEGADAPALLE,NAMAPOOR,509,350,1
KARIMNAGAR,PEGADAPALLE,NANCHERLA,685,405,
KARIMNAGAR,PEGADAPALLE,NANDAGIRI,552,303,
KARIMNAGAR,PEGADAPALLE,NARSIMHUNIPET,170,113,
KARIMNAGAR,PEGADAPALLE,PEGADAPALLE,1002,545,3
KARIMNAGAR,PEGADAPALLE,RAJARAMPALLY,246,170,
KARIMNAGAR,PEGADAPALLE,RAMBADRUNIPALLY,167,122,
KARIMNAGAR,PEGADAPALLE,RAMULAPALLY,461,311,3
KARIMNAGAR,PEGADAPALLE,RANGADAMUNIPALLY,344,198,1
KARIMNAGAR,PEGADAPALLE,SHALAPALLY,172,93,
KARIMNAGAR,PEGADAPALLE,SUDDAPALLY,714,458,1
KARIMNAGAR,PEGADAPALLE,THIRMALAPOOR,517,361,3
KARIMNAGAR,PEGADAPALLE,VENGALAIPET,398,240,1
KARIMNAGAR,PEGADAPALLE,YELLAPOOR,363,228,
KARIMNAGAR,RAIKAL,ALLIPOOR,1381,853,7
KARIMNAGAR,RAIKAL,ALUR,337,219,
KARIMNAGAR,RAIKAL,AYODYA,448,263,
KARIMNAGAR,RAIKAL,BHUPATHIPOOR,739,405,
KARIMNAGAR,RAIKAL,BORNAPALLY,259,161,
KARIMNAGAR,RAIKAL,CHERLAKONDAPOOR,238,149,
KARIMNAGAR,RAIKAL,CHINTHALOOR,230,162,
KARIMNAGAR,RAIKAL,DAVANPALLY,179,92,
KARIMNAGAR,RAIKAL,DHARMAJIPET,348,237,
KARIMNAGAR,RAIKAL,ITIKIAL,1271,708,4
KARIMNAGAR,RAIKAL,JAGANNATHAPOOR,236,143,
KARIMNAGAR,RAIKAL,KATKAPOOR,370,257,2
KARIMNAGAR,RAIKAL,KISTAMPET,416,218,2
KARIMNAGAR,RAIKAL,KOTHAPET,655,427,1
KARIMNAGAR,RAIKAL,KUMMARIPALLY,475,242,1
KARIMNAGAR,RAIKAL,MAHITAPUR,954,575,2
KARIMNAGAR,RAIKAL,MOOTAPALLY,444,254,1
KARIMNAGAR,RAIKAL,ODDELINGAPOOR,445,317,
KARIMNAGAR,RAIKAL,RAIKAL,3010,1516,9
KARIMNAGAR,RAIKAL,RAJNAGAR,192,110,1
KARIMNAGAR,RAIKAL,RAMAJIPET,919,534,3
KARIMNAGAR,RAIKAL,RAMARAOPALLY,130,76,
KARIMNAGAR,RAIKAL,SINGARAOPET,408,237,1
KARIMNAGAR,RAIKAL,THATLAWAI,480,342,
KARIMNAGAR,RAIKAL,UPPUMADIGO,210,152,
KARIMNAGAR,RAIKAL,VASTHAPOOR,137,93,
KARIMNAGAR,RAIKAL,VEERAPOOR,345,220,1
KARIMNAGAR,RAMAGUNDAM,AKENA PALLI,239,171,1
KARIMNAGAR,RAMAGUNDAM,ANTHERGOAM,268,147,
KARIMNAGAR,RAMAGUNDAM,BRAHMANAPALLI,457,297,
KARIMNAGAR,RAMAGUNDAM,EKLASPUR,172,117,1
KARIMNAGAR,RAMAGUNDAM,ELKALPALLE,636,382,
KARIMNAGAR,RAMAGUNDAM,GOILWADA,530,304,
KARIMNAGAR,RAMAGUNDAM,ISLA TEKKALLA PALLE,996,619,6
KARIMNAGAR,RAMAGUNDAM,JAYYARAM,975,689,1
KARIMNAGAR,RAMAGUNDAM,KOTTAPALLE,353,237,
KARIMNAGAR,RAMAGUNDAM,KUKKALAGUDUR,757,520,5
KARIMNAGAR,RAMAGUNDAM,KUNDANPALLE,508,305,1
KARIMNAGAR,RAMAGUNDAM,LINGAPUR,398,232,4
KARIMNAGAR,RAMAGUNDAM,MADDIRIAL,235,144,
KARIMNAGAR,RAMAGUNDAM,MURMUR,766,600,1
KARIMNAGAR,RAMAGUNDAM,PALAKURTHY,1173,764,4
KARIMNAGAR,RAMAGUNDAM,POTIYALA,535,334,2
KARIMNAGAR,RAMAGUNDAM,RAIDANDI,715,455,
KARIMNAGAR,RAMAGUNDAM,SOMANPALLI,217,155,1
KARIMNAGAR,RAMAGUNDAM,VEMNOOR,228,149,
KARIMNAGAR,SARANGAPUR,ARPAPALLY,753,427,1
KARIMNAGAR,SARANGAPUR,BATTAPALLY,165,122,1
KARIMNAGAR,SARANGAPUR,BEERPUR,1060,678,3
KARIMNAGAR,SARANGAPUR,CHERLAPALLY,141,104,1
KARIMNAGAR,SARANGAPUR,KAMMUNUR,201,123,1
KARIMNAGAR,SARANGAPUR,KANDLAPALLY,371,268,3
KARIMNAGAR,SARANGAPUR,KOLWAI,865,618,2
KARIMNAGAR,SARANGAPUR,KONAPUR,631,417,
KARIMNAGAR,SARANGAPUR,LATCHAKKIPETA,247,125,2
KARIMNAGAR,SARANGAPUR,LAXMIDEVI PALLY,760,480,1
KARIMNAGAR,SARANGAPUR,MANGELA,469,301,
KARIMNAGAR,SARANGAPUR,NAGUNUR,297,166,2
KARIMNAGAR,SARANGAPUR,NARSIMHULAPALLI,728,453,2
KARIMNAGAR,SARANGAPUR,PEMBATLA,640,425,1
KARIMNAGAR,SARANGAPUR,POTHARAM,485,311,2
KARIMNAGAR,SARANGAPUR,RANGAPETA,515,346,1
KARIMNAGAR,SARANGAPUR,RANGASAGAR,122,81,2
KARIMNAGAR,SARANGAPUR,RECHAPALLY,1499,950,2
KARIMNAGAR,SARANGAPUR,REKULAPALLY,285,240,3
KARIMNAGAR,SARANGAPUR,SARANGAPUR,365,219,
KARIMNAGAR,SARANGAPUR,THALLADHARMARAM,415,261,
KARIMNAGAR,SARANGAPUR,THUNGUR,1262,809,
KARIMNAGAR,SRIRAMPUR,CHINNARATHPALLY,167,133,
KARIMNAGAR,SRIRAMPUR,EDULAPOOR,215,153,1
KARIMNAGAR,SRIRAMPUR,GANGARAM,782,507,6
KARIMNAGAR,SRIRAMPUR,KISTAMPET,345,259,2
KARIMNAGAR,SRIRAMPUR,KUNARAM,943,558,4
KARIMNAGAR,SRIRAMPUR,MADIPALLY,677,440,
KARIMNAGAR,SRIRAMPUR,MALLIAL,500,302,1
KARIMNAGAR,SRIRAMPUR,MANGAPET,372,226,4
KARIMNAGAR,SRIRAMPUR,MIRZAMPET,444,268,1
KARIMNAGAR,SRIRAMPUR,MOTLAPALLY,437,278,2
KARIMNAGAR,SRIRAMPUR,PANDILLA,528,357,1
KARIMNAGAR,SRIRAMPUR,PEDDAMPET,276,198,3
KARIMNAGAR,SRIRAMPUR,PEDDARATHPALLY,273,179,1
KARIMNAGAR,SRIRAMPUR,PEGDAPALLY,1017,662,2
KARIMNAGAR,SRIRAMPUR,SRIRAMPOOR,1324,821,3
KARIMNAGAR,SRIRAMPUR,THARUPALLY,403,272,
KARIMNAGAR,SRIRAMPUR,VENNAMPALLY,917,600,2
KARIMNAGAR,VELGATOOR,AMBARIPET,550,390,1
KARIMNAGAR,VELGATOOR,CHEGGAM,809,535,
KARIMNAGAR,VELGATOOR,CHERLAPALLY,371,266,
KARIMNAGAR,VELGATOOR,ENDAPALLY,918,605,2
KARIMNAGAR,VELGATOOR,GODISHALAPETA,684,452,
KARIMNAGAR,VELGATOOR,GULLAKOTA,916,612,5
KARIMNAGAR,VELGATOOR,JAGADEVPETA,628,427,3
KARIMNAGAR,VELGATOOR,KAPPARAOPET,201,169,1
KARIMNAGAR,VELGATOOR,KISHANRAOPET,659,439,
KARIMNAGAR,VELGATOOR,KONDAPOOR,541,392,
KARIMNAGAR,VELGATOOR,KOTHAPETA,773,474,3
KARIMNAGAR,VELGATOOR,KUMMARIPALLI,181,138,2
KARIMNAGAR,VELGATOOR,MAREDPALLY,329,233,
KARIMNAGAR,VELGATOOR,MUKKATRAOPET,482,354,1
KARIMNAGAR,VELGATOOR,MUNJAMPALLY,352,285,
KARIMNAGAR,VELGATOOR,MUTHUNOOR,526,380,2
KARIMNAGAR,VELGATOOR,PADKAL,182,116,
KARIMNAGAR,VELGATOOR,PAIDIPALLY,584,412,1
KARIMNAGAR,VELGATOOR,PATHAGUDOOR,680,473,
KARIMNAGAR,VELGATOOR,RAJARAMPALLY,377,241,1
KARIMNAGAR,VELGATOOR,RAMNOOR,248,132,1
KARIMNAGAR,VELGATOOR,SAKAPURAM,312,222,1
KARIMNAGAR,VELGATOOR,SHANABANDA,92,51,
KARIMNAGAR,VELGATOOR,SURARAM,114,75,1
KARIMNAGAR,VELGATOOR,UNDEDA,204,150,2
KARIMNAGAR,VELGATOOR,VELGATOOR,842,516,3
KARIMNAGAR,BEJJANKI,BEJJANKI,1140,628,3
KARIMNAGAR,BEJJANKI,CHEELAPUR,300,147,
KARIMNAGAR,BEJJANKI,CHEEMALAKUNTAPALLY,241,179,
KARIMNAGAR,BEJJANKI,CHOKKARAOPALLY,111,49,
KARIMNAGAR,BEJJANKI,DACHARAM,516,293,
KARIMNAGAR,BEJJANKI,DEVAKAPALLE,217,143,
KARIMNAGAR,BEJJANKI,GAGILLAPUR,399,190,2
KARIMNAGAR,BEJJANKI,GANNERVARAM,1361,807,9
KARIMNAGAR,BEJJANKI,GOPALPUR,94,67,
KARIMNAGAR,BEJJANKI,GUDEM,236,141,3
KARIMNAGAR,BEJJANKI,GUGGILLA,535,275,
KARIMNAGAR,BEJJANKI,GUNDLAPALLY,368,208,3
KARIMNAGAR,BEJJANKI,GUNKULKONDAPOOR,455,308,2
KARIMNAGAR,BEJJANKI,HANMAJIPALLY,429,280,
KARIMNAGAR,BEJJANKI,JANGAPALLY,627,362,1
KARIMNAGAR,BEJJANKI,KALLEPALLY,551,306,1
KARIMNAGAR,BEJJANKI,KASIMPET,346,191,
KARIMNAGAR,BEJJANKI,LAXMIPOOR,356,191,1
KARIMNAGAR,BEJJANKI,MADHAPUR,291,197,
KARIMNAGAR,BEJJANKI,MUTHANNAPET,272,170,
KARIMNAGAR,BEJJANKI,MYLARAM,387,234,1
KARIMNAGAR,BEJJANKI,PARVELLA,336,183,1
KARIMNAGAR,BEJJANKI,PEECHUPALLY,68,30,
KARIMNAGAR,BEJJANKI,POTHARAM,75,45,
KARIMNAGAR,BEJJANKI,REGULAPALLY,516,280,
KARIMNAGAR,BEJJANKI,THOTAPALLY,584,335,3
KARIMNAGAR,BEJJANKI,VADLOORU,206,125,1
KARIMNAGAR,BEJJANKI,VADLURBEGUMPET,745,425,1
KARIMNAGAR,BEJJANKI,VEERAPUR,179,103,1
KARIMNAGAR,BHEEMADEVARPALLE,BHEEMDEVARPALLE,519,293,1
KARIMNAGAR,BHEEMADEVARPALLE,BOLLONIPALLI,108,69,
KARIMNAGAR,BHEEMADEVARPALLE,CHAPAGANI THANDA,357,261,1
KARIMNAGAR,BHEEMADEVARPALLE,DHARMARAM,256,146,3
KARIMNAGAR,BHEEMADEVARPALLE,ERRABALLE,678,404,4
KARIMNAGAR,BHEEMADEVARPALLE,GATLANARSINGAPOOR,900,538,3
KARIMNAGAR,BHEEMADEVARPALLE,KANNARAM,454,325,1
KARIMNAGAR,BHEEMADEVARPALLE,KATKUR,680,383,3
KARIMNAGAR,BHEEMADEVARPALLE,KOPPUR,763,490,3
KARIMNAGAR,BHEEMADEVARPALLE,KOTHAKONDA,680,367,6
KARIMNAGAR,BHEEMADEVARPALLE,KOTHAPALLI,842,474,4
KARIMNAGAR,BHEEMADEVARPALLE,MALLARAM,949,645,3
KARIMNAGAR,BHEEMADEVARPALLE,MANIKYAPOOR,666,424,2
KARIMNAGAR,BHEEMADEVARPALLE,MULKANOOR,1769,923,10
KARIMNAGAR,BHEEMADEVARPALLE,MUSTHAFPOOR,599,344,1
KARIMNAGAR,BHEEMADEVARPALLE,MUTHARAM,228,114,3
KARIMNAGAR,BHEEMADEVARPALLE,RAMNAGAR,188,137,2
KARIMNAGAR,BHEEMADEVARPALLE,RANGAIAHPALLI,365,258,3
KARIMNAGAR,BHEEMADEVARPALLE,RATHNAGIRI,377,227,2
KARIMNAGAR,BHEEMADEVARPALLE,VANGARA,754,425,1
KARIMNAGAR,BOINPALLE,ANANTHAPALLI,319,209,
KARIMNAGAR,BOINPALLE,BOINPALLI,728,428,
KARIMNAGAR,BOINPALLE,BURUGUPALLI,330,184,
KARIMNAGAR,BOINPALLE,DESHAIPALLI,172,86,
KARIMNAGAR,BOINPALLE,DUNDRAPALLI,216,98,
KARIMNAGAR,BOINPALLE,GUNDANNAPALLY,260,160,
KARIMNAGAR,BOINPALLE,JAGGARAOPALLI,301,177,3
KARIMNAGAR,BOINPALLE,KODURUPAKA,724,412,2
KARIMNAGAR,BOINPALLE,KOREM,446,319,
KARIMNAGAR,BOINPALLE,KOTHAPET,209,116,
KARIMNAGAR,BOINPALLE,MALKAPUR,370,252,1
KARIMNAGAR,BOINPALLE,MALLAPUR,279,135,
KARIMNAGAR,BOINPALLE,MANWADA,379,190,
KARIMNAGAR,BOINPALLE,MARLAPET,280,182,
KARIMNAGAR,BOINPALLE,NARSINGAPUR,348,181,
KARIMNAGAR,BOINPALLE,NEELOZIPALLI,352,221,2
KARIMNAGAR,BOINPALLE,RAMANNAPET,287,149,
KARIMNAGAR,BOINPALLE,RATHNAMPET,304,188,
KARIMNAGAR,BOINPALLE,SHABHASHPALLY,142,63,
KARIMNAGAR,BOINPALLE,STAMBAMPALLY,336,197,
KARIMNAGAR,BOINPALLE,THADAGONDA,521,299,1
KARIMNAGAR,BOINPALLE,VARDAVELLI,461,274,1
KARIMNAGAR,BOINPALLE,VENKATARAOPALLI,270,138,1
KARIMNAGAR,BOINPALLE,VILASAGAR,856,528,3
KARIMNAGAR,CHIGURUMAMIDI,BOMMANAPALLY,929,542,3
KARIMNAGAR,CHIGURUMAMIDI,CHIGURUMAMIDI,1039,625,8
KARIMNAGAR,CHIGURUMAMIDI,GAGIREDDIPALLY,332,222,
KARIMNAGAR,CHIGURUMAMIDI,INDURTHY,1019,609,
KARIMNAGAR,CHIGURUMAMIDI,KONDAPOOR,534,369,2
KARIMNAGAR,CHIGURUMAMIDI,LAMBADIPALLY,290,199,2
KARIMNAGAR,CHIGURUMAMIDI,MUDDIMANIKYAM,470,290,1
KARIMNAGAR,CHIGURUMAMIDI,MULKANOOR,548,301,4
KARIMNAGAR,CHIGURUMAMIDI,NAWABPETA,772,468,4
KARIMNAGAR,CHIGURUMAMIDI,OGULAPOOR,304,148,1
KARIMNAGAR,CHIGURUMAMIDI,PEECHUPALLY,158,89,
KARIMNAGAR,CHIGURUMAMIDI,RAMANCHA,486,279,2
KARIMNAGAR,CHIGURUMAMIDI,REKONDA,1181,693,2
KARIMNAGAR,CHIGURUMAMIDI,SEETHARAMPOOR,265,124,1
KARIMNAGAR,CHIGURUMAMIDI,SUNDARAGIRI,768,497,2
KARIMNAGAR,CHIGURUMAMIDI,ULLAMPALLY,296,199,
KARIMNAGAR,ELIGEDU,BURAHANMIYAPET,171,99,
KARIMNAGAR,ELIGEDU,DULIKATTA,904,562,3
KARIMNAGAR,ELIGEDU,ELIGAID,991,572,8
KARIMNAGAR,ELIGEDU,LALAPALLY,378,245,
KARIMNAGAR,ELIGEDU,LOKAPET,137,93,
KARIMNAGAR,ELIGEDU,MUPPIRITHOTA,544,384,2
KARIMNAGAR,ELIGEDU,NARSAPOOR,273,157,2
KARIMNAGAR,ELIGEDU,RYAKALDEVPALLY,470,337,1
KARIMNAGAR,ELIGEDU,SHIVAPALLY,325,244,
KARIMNAGAR,ELIGEDU,SULTHANPOOR,665,445,
KARIMNAGAR,ELKATHURTHI,BAOPET,534,291,2
KARIMNAGAR,ELKATHURTHI,CHINTHALAPALLI,399,216,
KARIMNAGAR,ELKATHURTHI,DAMERA,1276,781,
KARIMNAGAR,ELKATHURTHI,DANDEPALLI,717,382,1
KARIMNAGAR,ELKATHURTHI,ELKATHURTHI,794,441,1
KARIMNAGAR,ELKATHURTHI,GOPALPUR,718,370,5
KARIMNAGAR,ELKATHURTHI,JAGANNADAHPUR,294,193,
KARIMNAGAR,ELKATHURTHI,JEELGUL,398,208,2
KARIMNAGAR,ELKATHURTHI,KESHWAPUR,890,575,3
KARIMNAGAR,ELKATHURTHI,KOTHULANADUMA,334,193,
KARIMNAGAR,ELKATHURTHI,PENCHICALPET,445,279,1
KARIMNAGAR,ELKATHURTHI,SURARAM,698,406,2
KARIMNAGAR,ELKATHURTHI,THIMMAPUR,425,242,
KARIMNAGAR,ELKATHURTHI,VALLABHAPUR,329,169,2
KARIMNAGAR,ELKATHURTHI,VEERANARAYANAPUR,219,147,1
KARIMNAGAR,ELLANTHAKUNTA,ANANTHAGIRI,456,268,
KARIMNAGAR,ELLANTHAKUNTA,ANANTHARAM,524,272,1
KARIMNAGAR,ELLANTHAKUNTA,AREPALLY,126,71,
KARIMNAGAR,ELLANTHAKUNTA,DACHARAM,540,324,
KARIMNAGAR,ELLANTHAKUNTA,ELLANTHAKUNTA,693,349,4
KARIMNAGAR,ELLANTHAKUNTA,GALIPALLY,627,313,1
KARIMNAGAR,ELLANTHAKUNTA,GOLLAPALLY,280,199,
KARIMNAGAR,ELLANTHAKUNTA,GUNDARAM,624,385,2
KARIMNAGAR,ELLANTHAKUNTA,JANGAMREDDIPALLY,159,83,
KARIMNAGAR,ELLANTHAKUNTA,JAWAHARPET,290,174,
KARIMNAGAR,ELLANTHAKUNTA,KANDIKATKOOR,817,497,
KARIMNAGAR,ELLANTHAKUNTA,MUSKANIPET,502,305,2
KARIMNAGAR,ELLANTHAKUNTA,NARSAKKAPET,311,175,1
KARIMNAGAR,ELLANTHAKUNTA,OBULAPURAM,490,301,1
KARIMNAGAR,ELLANTHAKUNTA,PEDDALINGAPURAM,882,543,3
KARIMNAGAR,ELLANTHAKUNTA,POTTUR,466,297,
KARIMNAGAR,ELLANTHAKUNTA,RAHIMKHANPET,403,243,
KARIMNAGAR,ELLANTHAKUNTA,REPAKA,519,312,5
KARIMNAGAR,ELLANTHAKUNTA,SIRIKONDA,279,159,
KARIMNAGAR,ELLANTHAKUNTA,SOMARAMPET,315,197,1
KARIMNAGAR,ELLANTHAKUNTA,THALLAPALLY,394,237,2
KARIMNAGAR,ELLANTHAKUNTA,THENIGUVARIPALLY,128,68,
KARIMNAGAR,ELLANTHAKUNTA,THIPPAPURAM,246,161,1
KARIMNAGAR,ELLANTHAKUNTA,VALLAMPATLA,696,409,
KARIMNAGAR,ELLANTHAKUNTA,VANTHADUPULA,530,335,
KARIMNAGAR,ELLANTHAKUNTA,VELJIPURAM,373,205,1
KARIMNAGAR,GAMBHIRAOPET,DAMMANNAPETA,630,369,2
KARIMNAGAR,GAMBHIRAOPET,DESAIPET,168,101,
KARIMNAGAR,GAMBHIRAOPET,GAJASINGARAM,582,408,
KARIMNAGAR,GAMBHIRAOPET,GAMBHIRAOPET,2356,1262,6
KARIMNAGAR,GAMBHIRAOPET,GORANTIAL,482,284,
KARIMNAGAR,GAMBHIRAOPET,KOLLAMADDI,307,165,
KARIMNAGAR,GAMBHIRAOPET,KOTHAPALLY,1072,619,1
KARIMNAGAR,GAMBHIRAOPET,LINGANNAPET,1234,751,1
KARIMNAGAR,GAMBHIRAOPET,MALLAREDDIPET,912,583,2
KARIMNAGAR,GAMBHIRAOPET,MUCHERLA,401,255,1
KARIMNAGAR,GAMBHIRAOPET,MUSTAFANAGAR,223,145,
KARIMNAGAR,GAMBHIRAOPET,NAGAMPET,450,262,2
KARIMNAGAR,GAMBHIRAOPET,NARMAL,536,291,
KARIMNAGAR,GAMBHIRAOPET,SAMUDRALINGAPURAM,751,398,
KARIMNAGAR,GAMBHIRAOPET,SRIGADHA,417,231,1
KARIMNAGAR,HUSNABAD,AKKANNAPETA,1121,767,7
KARIMNAGAR,HUSNABAD,ANTHAKKAPETA,609,341,2
KARIMNAGAR,HUSNABAD,BANJERUPALLI,180,130,1
KARIMNAGAR,HUSNABAD,CHOUTAPALLI,371,226,
KARIMNAGAR,HUSNABAD,DHARMARAM,273,203,
KARIMNAGAR,HUSNABAD,GANDHI NAGAR,313,204,1
KARIMNAGAR,HUSNABAD,GANDIPALLY,585,440,4
KARIMNAGAR,HUSNABAD,GOURAVELLI,458,321,1
KARIMNAGAR,HUSNABAD,GOVARDANAGIRI,644,433,2
KARIMNAGAR,HUSNABAD,GUDATPALLI,602,392,3
KARIMNAGAR,HUSNABAD,HUSNABAD,239,115,
KARIMNAGAR,HUSNABAD,JANAGAON,663,403,2
KARIMNAGAR,HUSNABAD,JILLELLAGADDA,287,190,
KARIMNAGAR,HUSNABAD,KESHAVAPUR,515,347,1
KARIMNAGAR,HUSNABAD,KUCHANPALLI,204,112,2
KARIMNAGAR,HUSNABAD,KUNDANVANIPALLY,387,265,1
KARIMNAGAR,HUSNABAD,MADUDHA,280,178,3
KARIMNAGAR,HUSNABAD,MALAPALLI,99,59,
KARIMNAGAR,HUSNABAD,MALLAMPALLE,601,382,3
KARIMNAGAR,HUSNABAD,MIRZAPOOR,831,499,1
KARIMNAGAR,HUSNABAD,MOHAMMADAPUR,460,271,2
KARIMNAGAR,HUSNABAD,MOTHUKULAPALLI,384,288,
KARIMNAGAR,HUSNABAD,NAGARAM,215,142,
KARIMNAGAR,HUSNABAD,NANDARAM,329,229,
KARIMNAGAR,HUSNABAD,PANDILLA,557,312,
KARIMNAGAR,HUSNABAD,POTHARAM (S),446,249,
KARIMNAGAR,HUSNABAD,POTHARAM(J),228,137,
KARIMNAGAR,HUSNABAD,POTLAPALLI,607,336,3
KARIMNAGAR,HUSNABAD,RAMAVARAM,455,260,3
KARIMNAGAR,HUSNABAD,REGONDA,304,242,1
KARIMNAGAR,HUSNABAD,THOTAPALLI,201,129,
KARIMNAGAR,HUSNABAD,UMMAPUR,79,49,
KARIMNAGAR,HUZURABAD,BORNAPALLY,431,249,1
KARIMNAGAR,HUZURABAD,CHELPUR,1647,959,5
KARIMNAGAR,HUZURABAD,CHINNAPAPAIAHPALLY,144,83,
KARIMNAGAR,HUZURABAD,DAMMAKKAPET,271,191,
KARIMNAGAR,HUZURABAD,DHARMARAJPALLE,390,217,6
KARIMNAGAR,HUZURABAD,HUZURABAD,39,17,
KARIMNAGAR,HUZURABAD,IPPALANARSINGAPOOR,527,295,1
KARIMNAGAR,HUZURABAD,JUPAK,490,287,1
KARIMNAGAR,HUZURABAD,KANDUGULA,799,443,1
KARIMNAGAR,HUZURABAD,KANKULAGIDDA,442,229,
KARIMNAGAR,HUZURABAD,KATRAPALLY,405,254,2
KARIMNAGAR,HUZURABAD,KOTHAPALLY,540,297,2
KARIMNAGAR,HUZURABAD,PEDDAPAPAIAHPALLY,677,360,4
KARIMNAGAR,HUZURABAD,POTHAREDDIPETA,570,331,
KARIMNAGAR,HUZURABAD,RAMPOOR,671,356,
KARIMNAGAR,HUZURABAD,RANGAPOOR,432,254,1
KARIMNAGAR,HUZURABAD,SINGAPUR,540,286,1
KARIMNAGAR,HUZURABAD,SIRSAPALLY,692,389,
KARIMNAGAR,HUZURABAD,THUMMENAPALLE,591,305,1
KARIMNAGAR,HUZURABAD,VENKATRAOPALLY,293,227,
KARIMNAGAR,JAMMIKUNTA,ANKUSAPOOR,167,101,
KARIMNAGAR,JAMMIKUNTA,BIJIGIRISHAREEF,893,553,4
KARIMNAGAR,JAMMIKUNTA,BOGAMPAD,175,89,
KARIMNAGAR,JAMMIKUNTA,BUJUNOOR,379,239,2
KARIMNAGAR,JAMMIKUNTA,CHINNA KOMATIPALLI,285,184,
KARIMNAGAR,JAMMIKUNTA,DHARMARAM (P_B),591,332,1
KARIMNAGAR,JAMMIKUNTA,ELLANTHAKUNTA,944,578,6
KARIMNAGAR,JAMMIKUNTA,GANDRAPALLI,363,225,2
KARIMNAGAR,JAMMIKUNTA,JAGGAIAHPALLI,298,188,1
KARIMNAGAR,JAMMIKUNTA,JAMMIKUNTA,4,3,
KARIMNAGAR,JAMMIKUNTA,KANAGARTHI,561,363,3
KARIMNAGAR,JAMMIKUNTA,KORAPALLI,988,611,4
KARIMNAGAR,JAMMIKUNTA,KOTHAPALLI,990,465,
KARIMNAGAR,JAMMIKUNTA,LAXMAJIPALLI,329,163,
KARIMNAGAR,JAMMIKUNTA,MACHANAPALLI,571,354,3
KARIMNAGAR,JAMMIKUNTA,MADIPALLI,805,479,
KARIMNAGAR,JAMMIKUNTA,MALLIAL,700,438,
KARIMNAGAR,JAMMIKUNTA,MARRIVANIPALLI,223,125,
KARIMNAGAR,JAMMIKUNTA,NAGURAM,242,149,1
KARIMNAGAR,JAMMIKUNTA,PATHARLAPALLI,266,195,
KARIMNAGAR,JAMMIKUNTA,PEDDAMPALLI,138,77,2
KARIMNAGAR,JAMMIKUNTA,RACHAPALLI,796,505,3
KARIMNAGAR,JAMMIKUNTA,RAMANNAPALLI,315,184,
KARIMNAGAR,JAMMIKUNTA,SAIDABAD,369,234,1
KARIMNAGAR,JAMMIKUNTA,SAYAMPET,289,194,
KARIMNAGAR,JAMMIKUNTA,SEETAMPET,483,314,3
KARIMNAGAR,JAMMIKUNTA,SIRSEDU,792,478,1
KARIMNAGAR,JAMMIKUNTA,SRIRAMULAPALLI,343,190,
KARIMNAGAR,JAMMIKUNTA,TEKURTHI,517,344,1
KARIMNAGAR,JAMMIKUNTA,THANUGULA,597,336,3
KARIMNAGAR,JAMMIKUNTA,VANTHADUPULA,319,181,
KARIMNAGAR,JAMMIKUNTA,VAVILALA,1094,648,3
KARIMNAGAR,JAMMIKUNTA,VILASAGAR,346,264,1
KARIMNAGAR,KAMALAPUR,AMBALA,836,514,1
KARIMNAGAR,KAMALAPUR,BHIMPALLY,761,508,2
KARIMNAGAR,KAMALAPUR,DESHRAJPALLY,342,201,2
KARIMNAGAR,KAMALAPUR,GOPALPOOR,354,193,1
KARIMNAGAR,KAMALAPUR,GUDUR,830,454,2
KARIMNAGAR,KAMALAPUR,GUNDED,509,303,4
KARIMNAGAR,KAMALAPUR,GUNIPARTHY,314,169,2
KARIMNAGAR,KAMALAPUR,KAMALAPUR,2179,1249,4
KARIMNAGAR,KAMALAPUR,KANIPARTHY,409,223,1
KARIMNAGAR,KAMALAPUR,KANNUR,802,477,2
KARIMNAGAR,KAMALAPUR,MADANNAPETA,443,284,1
KARIMNAGAR,KAMALAPUR,MARRIPALLIGUDEM,1008,590,5
KARIMNAGAR,KAMALAPUR,MARRIPALLY,163,99,1
KARIMNAGAR,KAMALAPUR,NERELLA,393,244,
KARIMNAGAR,KAMALAPUR,PANGADIPALLY,466,284,4
KARIMNAGAR,KAMALAPUR,SANIGARAM,892,576,2
KARIMNAGAR,KAMALAPUR,SHAMBUNIPALLY,252,134,1
KARIMNAGAR,KAMALAPUR,SRIRAMULAPALLY,549,297,3
KARIMNAGAR,KAMALAPUR,UPPAL,1564,882,4
KARIMNAGAR,KAMALAPUR,VANGAPALLY,745,484,1
KARIMNAGAR,KARIMNAGAR,AREPALLI,566,315,
KARIMNAGAR,KARIMNAGAR,ASIFNAGAR,1032,597,4
KARIMNAGAR,KARIMNAGAR,BADDIPALLY,336,166,2
KARIMNAGAR,KARIMNAGAR,BAHADURKHANPET,145,99,
KARIMNAGAR,KARIMNAGAR,BOMMAKAL,1444,790,2
KARIMNAGAR,KARIMNAGAR,CHAMANPALLY,788,453,3
